date;state_id;state_name;age_group;gender;vaccine;dose_number;doses_administered_cumulative
2022-03-27T23:59:59+02:00;0;NoState;00-11;Male;AstraZeneca;2;0
2022-03-27T23:59:59+02:00;0;NoState;00-11;NonBinary;AstraZeneca;2;0
2022-03-27T23:59:59+02:00;0;NoState;00-11;NotAssigned;AstraZeneca;2;0
2022-03-27T23:59:59+02:00;0;NoState;12-14;Female;AstraZeneca;2;0
2022-03-27T23:59:59+02:00;0;NoState;12-14;Male;AstraZeneca;2;0
2022-03-27T23:59:59+02:00;0;NoState;12-14;NonBinary;AstraZeneca;2;0
2022-03-27T23:59:59+02:00;0;NoState;12-14;NotAssigned;AstraZeneca;2;0
2022-03-27T23:59:59+02:00;0;NoState;15-24;Female;AstraZeneca;2;305
2022-03-27T23:59:59+02:00;0;NoState;15-24;Male;AstraZeneca;2;237
2022-03-27T23:59:59+02:00;0;NoState;15-24;NonBinary;AstraZeneca;2;0
2022-03-27T23:59:59+02:00;0;NoState;15-24;NotAssigned;AstraZeneca;2;0
2022-03-27T23:59:59+02:00;0;NoState;25-34;Female;AstraZeneca;2;786
2022-03-27T23:59:59+02:00;0;NoState;25-34;Male;AstraZeneca;2;763
2022-03-27T23:59:59+02:00;0;NoState;25-34;NonBinary;AstraZeneca;2;0
2022-03-27T23:59:59+02:00;0;NoState;25-34;NotAssigned;AstraZeneca;2;0
2022-03-27T23:59:59+02:00;0;NoState;35-44;Female;AstraZeneca;2;887
2022-03-27T23:59:59+02:00;0;NoState;35-44;Male;AstraZeneca;2;797
2022-03-27T23:59:59+02:00;0;NoState;35-44;NonBinary;AstraZeneca;2;0
2022-03-27T23:59:59+02:00;0;NoState;35-44;NotAssigned;AstraZeneca;2;0
2022-03-27T23:59:59+02:00;0;NoState;45-54;Female;AstraZeneca;2;1402
2022-03-27T23:59:59+02:00;0;NoState;45-54;Male;AstraZeneca;2;780
2022-03-27T23:59:59+02:00;0;NoState;45-54;NonBinary;AstraZeneca;2;0
2022-03-27T23:59:59+02:00;0;NoState;45-54;NotAssigned;AstraZeneca;2;0
2022-03-27T23:59:59+02:00;0;NoState;55-64;Female;AstraZeneca;2;1257
2022-03-27T23:59:59+02:00;0;NoState;55-64;Male;AstraZeneca;2;693
2022-03-27T23:59:59+02:00;0;NoState;55-64;NonBinary;AstraZeneca;2;0
2022-03-27T23:59:59+02:00;0;NoState;55-64;NotAssigned;AstraZeneca;2;0
2022-03-27T23:59:59+02:00;0;NoState;65-74;Female;AstraZeneca;2;477
2022-03-27T23:59:59+02:00;0;NoState;65-74;Male;AstraZeneca;2;397
2022-03-27T23:59:59+02:00;0;NoState;65-74;NonBinary;AstraZeneca;2;0
2022-03-27T23:59:59+02:00;0;NoState;65-74;NotAssigned;AstraZeneca;2;0
2022-03-27T23:59:59+02:00;0;NoState;75-84;Female;AstraZeneca;2;228
2022-03-27T23:59:59+02:00;0;NoState;75-84;Male;AstraZeneca;2;171
2022-03-27T23:59:59+02:00;0;NoState;75-84;NonBinary;AstraZeneca;2;0
2022-03-27T23:59:59+02:00;0;NoState;75-84;NotAssigned;AstraZeneca;2;0
2022-03-27T23:59:59+02:00;0;NoState;85+;Female;AstraZeneca;2;33
2022-03-27T23:59:59+02:00;0;NoState;85+;Male;AstraZeneca;2;18
2022-03-27T23:59:59+02:00;0;NoState;85+;NonBinary;AstraZeneca;2;0
2022-03-27T23:59:59+02:00;0;NoState;85+;NotAssigned;AstraZeneca;2;0
2022-03-27T23:59:59+02:00;0;NoState;NotAssigned;Female;AstraZeneca;2;0
2022-03-27T23:59:59+02:00;0;NoState;NotAssigned;Male;AstraZeneca;2;0
2022-03-27T23:59:59+02:00;0;NoState;NotAssigned;NonBinary;AstraZeneca;2;0
2022-03-27T23:59:59+02:00;0;NoState;NotAssigned;NotAssigned;AstraZeneca;2;281
2022-03-27T23:59:59+02:00;0;NoState;00-11;Female;AstraZeneca;3;0
2022-03-27T23:59:59+02:00;0;NoState;00-11;Male;AstraZeneca;3;0
2022-03-27T23:59:59+02:00;0;NoState;00-11;NonBinary;AstraZeneca;3;0
2022-03-27T23:59:59+02:00;0;NoState;00-11;NotAssigned;AstraZeneca;3;0
2022-03-27T23:59:59+02:00;0;NoState;12-14;Female;AstraZeneca;3;0
2022-03-27T23:59:59+02:00;0;NoState;12-14;Male;AstraZeneca;3;0
2022-03-27T23:59:59+02:00;0;NoState;12-14;NonBinary;AstraZeneca;3;0
2022-03-27T23:59:59+02:00;0;NoState;12-14;NotAssigned;AstraZeneca;3;0
2022-03-27T23:59:59+02:00;0;NoState;15-24;Female;AstraZeneca;3;3
2022-03-27T23:59:59+02:00;0;NoState;15-24;Male;AstraZeneca;3;2
2022-03-27T23:59:59+02:00;0;NoState;15-24;NonBinary;AstraZeneca;3;0
2022-03-27T23:59:59+02:00;0;NoState;15-24;NotAssigned;AstraZeneca;3;0
2022-03-27T23:59:59+02:00;0;NoState;25-34;Female;AstraZeneca;3;1
2022-03-27T23:59:59+02:00;0;NoState;25-34;Male;AstraZeneca;3;1
2022-03-27T23:59:59+02:00;0;NoState;25-34;NonBinary;AstraZeneca;3;0
2022-03-27T23:59:59+02:00;0;NoState;25-34;NotAssigned;AstraZeneca;3;0
2022-03-27T23:59:59+02:00;0;NoState;35-44;Female;AstraZeneca;3;2
2022-03-27T23:59:59+02:00;0;NoState;35-44;Male;AstraZeneca;3;4
2022-03-27T23:59:59+02:00;0;NoState;35-44;NonBinary;AstraZeneca;3;0
2022-03-27T23:59:59+02:00;0;NoState;35-44;NotAssigned;AstraZeneca;3;0
2022-03-27T23:59:59+02:00;0;NoState;45-54;Female;AstraZeneca;3;2
2022-03-27T23:59:59+02:00;0;NoState;45-54;Male;AstraZeneca;3;2
2022-03-27T23:59:59+02:00;0;NoState;45-54;NonBinary;AstraZeneca;3;0
2022-03-27T23:59:59+02:00;0;NoState;45-54;NotAssigned;AstraZeneca;3;0
2022-03-27T23:59:59+02:00;0;NoState;55-64;Female;AstraZeneca;3;0
2022-03-27T23:59:59+02:00;0;NoState;55-64;Male;AstraZeneca;3;0
2022-03-27T23:59:59+02:00;0;NoState;55-64;NonBinary;AstraZeneca;3;0
2022-03-27T23:59:59+02:00;0;NoState;55-64;NotAssigned;AstraZeneca;3;0
2022-03-27T23:59:59+02:00;0;NoState;65-74;Female;AstraZeneca;3;0
2022-03-27T23:59:59+02:00;0;NoState;65-74;Male;AstraZeneca;3;3
2022-03-27T23:59:59+02:00;0;NoState;65-74;NonBinary;AstraZeneca;3;0
2022-03-27T23:59:59+02:00;0;NoState;65-74;NotAssigned;AstraZeneca;3;0
2022-03-27T23:59:59+02:00;0;NoState;75-84;Female;AstraZeneca;3;0
2022-03-27T23:59:59+02:00;0;NoState;75-84;Male;AstraZeneca;3;0
2022-03-27T23:59:59+02:00;0;NoState;75-84;NonBinary;AstraZeneca;3;0
2022-03-27T23:59:59+02:00;0;NoState;75-84;NotAssigned;AstraZeneca;3;0
2022-03-27T23:59:59+02:00;0;NoState;85+;Female;AstraZeneca;3;0
2022-03-27T23:59:59+02:00;0;NoState;85+;Male;AstraZeneca;3;0
2022-03-27T23:59:59+02:00;0;NoState;85+;NonBinary;AstraZeneca;3;0
2022-03-27T23:59:59+02:00;0;NoState;85+;NotAssigned;AstraZeneca;3;0
2022-03-27T23:59:59+02:00;0;NoState;NotAssigned;Female;AstraZeneca;3;0
2022-03-27T23:59:59+02:00;0;NoState;NotAssigned;Male;AstraZeneca;3;0
2022-03-27T23:59:59+02:00;0;NoState;NotAssigned;NonBinary;AstraZeneca;3;0
2022-03-27T23:59:59+02:00;0;NoState;NotAssigned;NotAssigned;AstraZeneca;3;0
2022-03-27T23:59:59+02:00;0;NoState;00-11;Female;BioNTechPfizer;1;463
2022-03-27T23:59:59+02:00;0;NoState;00-11;Male;BioNTechPfizer;1;474
2022-03-27T23:59:59+02:00;0;NoState;00-11;NonBinary;BioNTechPfizer;1;0
2022-03-27T23:59:59+02:00;0;NoState;00-11;NotAssigned;BioNTechPfizer;1;0
2022-03-27T23:59:59+02:00;0;NoState;12-14;Female;BioNTechPfizer;1;443
2022-03-27T23:59:59+02:00;0;NoState;12-14;Male;BioNTechPfizer;1;478
2022-03-27T23:59:59+02:00;0;NoState;12-14;NonBinary;BioNTechPfizer;1;0
2022-03-27T23:59:59+02:00;0;NoState;12-14;NotAssigned;BioNTechPfizer;1;0
2022-03-27T23:59:59+02:00;0;NoState;15-24;Female;BioNTechPfizer;1;4976
2022-03-27T23:59:59+02:00;0;NoState;15-24;Male;BioNTechPfizer;1;6384
2022-03-27T23:59:59+02:00;0;NoState;15-24;NonBinary;BioNTechPfizer;1;5
2022-03-27T23:59:59+02:00;0;NoState;15-24;NotAssigned;BioNTechPfizer;1;0
2022-03-27T23:59:59+02:00;0;NoState;25-34;Female;BioNTechPfizer;1;8147
2022-03-27T23:59:59+02:00;0;NoState;25-34;Male;BioNTechPfizer;1;12013
2022-03-27T23:59:59+02:00;0;NoState;25-34;NonBinary;BioNTechPfizer;1;9
2022-03-27T23:59:59+02:00;0;NoState;25-34;NotAssigned;BioNTechPfizer;1;0
2022-03-27T23:59:59+02:00;0;NoState;35-44;Female;BioNTechPfizer;1;6690
2022-03-27T23:59:59+02:00;0;NoState;35-44;Male;BioNTechPfizer;1;10018
2022-03-27T23:59:59+02:00;0;NoState;35-44;NonBinary;BioNTechPfizer;1;4
2022-03-27T23:59:59+02:00;0;NoState;35-44;NotAssigned;BioNTechPfizer;1;0
2022-03-27T23:59:59+02:00;0;NoState;45-54;Female;BioNTechPfizer;1;8339
2022-03-27T23:59:59+02:00;0;NoState;45-54;Male;BioNTechPfizer;1;7898
2022-03-27T23:59:59+02:00;0;NoState;45-54;NonBinary;BioNTechPfizer;1;1
2022-03-27T23:59:59+02:00;0;NoState;45-54;NotAssigned;BioNTechPfizer;1;0
2022-03-27T23:59:59+02:00;0;NoState;55-64;Female;BioNTechPfizer;1;5411
2022-03-27T23:59:59+02:00;0;NoState;55-64;Male;BioNTechPfizer;1;4853
2022-03-27T23:59:59+02:00;0;NoState;55-64;NonBinary;BioNTechPfizer;1;1
2022-03-27T23:59:59+02:00;0;NoState;55-64;NotAssigned;BioNTechPfizer;1;0
2022-03-27T23:59:59+02:00;0;NoState;65-74;Female;BioNTechPfizer;1;2133
2022-03-27T23:59:59+02:00;0;NoState;65-74;Male;BioNTechPfizer;1;1612
2022-03-27T23:59:59+02:00;0;NoState;65-74;NonBinary;BioNTechPfizer;1;0
2022-03-27T23:59:59+02:00;0;NoState;65-74;NotAssigned;BioNTechPfizer;1;0
2022-03-27T23:59:59+02:00;0;NoState;75-84;Female;BioNTechPfizer;1;1416
2022-03-27T23:59:59+02:00;0;NoState;75-84;Male;BioNTechPfizer;1;977
2022-03-27T23:59:59+02:00;0;NoState;75-84;NonBinary;BioNTechPfizer;1;0
2022-03-27T23:59:59+02:00;0;NoState;75-84;NotAssigned;BioNTechPfizer;1;0
2022-03-27T23:59:59+02:00;0;NoState;85+;Female;BioNTechPfizer;1;894
2022-03-27T23:59:59+02:00;0;NoState;85+;Male;BioNTechPfizer;1;312
2022-03-27T23:59:59+02:00;0;NoState;85+;NonBinary;BioNTechPfizer;1;0
2022-03-27T23:59:59+02:00;0;NoState;85+;NotAssigned;BioNTechPfizer;1;0
2022-03-27T23:59:59+02:00;0;NoState;NotAssigned;Female;BioNTechPfizer;1;0
2022-03-27T23:59:59+02:00;0;NoState;NotAssigned;Male;BioNTechPfizer;1;0
2022-03-27T23:59:59+02:00;0;NoState;NotAssigned;NonBinary;BioNTechPfizer;1;0
2022-03-27T23:59:59+02:00;0;NoState;NotAssigned;NotAssigned;BioNTechPfizer;1;2750
2022-03-27T23:59:59+02:00;0;NoState;00-11;Female;BioNTechPfizer;2;367
2022-03-27T23:59:59+02:00;0;NoState;00-11;Male;BioNTechPfizer;2;372
2022-03-27T23:59:59+02:00;0;NoState;00-11;NonBinary;BioNTechPfizer;2;0
2022-03-27T23:59:59+02:00;0;NoState;00-11;NotAssigned;BioNTechPfizer;2;0
2022-03-27T23:59:59+02:00;0;NoState;12-14;Female;BioNTechPfizer;2;377
2022-03-27T23:59:59+02:00;0;NoState;12-14;Male;BioNTechPfizer;2;421
2022-03-27T23:59:59+02:00;0;NoState;12-14;NonBinary;BioNTechPfizer;2;0
2022-03-27T23:59:59+02:00;0;NoState;12-14;NotAssigned;BioNTechPfizer;2;0
2022-03-27T23:59:59+02:00;0;NoState;15-24;Female;BioNTechPfizer;2;4956
2022-03-27T23:59:59+02:00;0;NoState;15-24;Male;BioNTechPfizer;2;6316
2022-03-27T23:59:59+02:00;0;NoState;15-24;NonBinary;BioNTechPfizer;2;3
2022-03-27T23:59:59+02:00;0;NoState;15-24;NotAssigned;BioNTechPfizer;2;0
2022-03-27T23:59:59+02:00;0;NoState;25-34;Female;BioNTechPfizer;2;8451
2022-03-27T23:59:59+02:00;0;NoState;25-34;Male;BioNTechPfizer;2;12407
2022-03-27T23:59:59+02:00;0;NoState;25-34;NonBinary;BioNTechPfizer;2;8
2022-03-27T23:59:59+02:00;0;NoState;25-34;NotAssigned;BioNTechPfizer;2;0
2022-03-27T23:59:59+02:00;0;NoState;35-44;Female;BioNTechPfizer;2;7089
2022-03-27T23:59:59+02:00;0;NoState;35-44;Male;BioNTechPfizer;2;10614
2022-03-27T23:59:59+02:00;0;NoState;35-44;NonBinary;BioNTechPfizer;2;4
2022-03-27T23:59:59+02:00;0;NoState;35-44;NotAssigned;BioNTechPfizer;2;0
2022-03-27T23:59:59+02:00;0;NoState;45-54;Female;BioNTechPfizer;2;9050
2022-03-27T23:59:59+02:00;0;NoState;45-54;Male;BioNTechPfizer;2;8539
2022-03-27T23:59:59+02:00;0;NoState;45-54;NonBinary;BioNTechPfizer;2;2
2022-03-27T23:59:59+02:00;0;NoState;45-54;NotAssigned;BioNTechPfizer;2;0
2022-03-27T23:59:59+02:00;0;NoState;55-64;Female;BioNTechPfizer;2;5762
2022-03-27T23:59:59+02:00;0;NoState;55-64;Male;BioNTechPfizer;2;5169
2022-03-27T23:59:59+02:00;0;NoState;55-64;NonBinary;BioNTechPfizer;2;1
2022-03-27T23:59:59+02:00;0;NoState;55-64;NotAssigned;BioNTechPfizer;2;0
2022-03-27T23:59:59+02:00;0;NoState;65-74;Female;BioNTechPfizer;2;2137
2022-03-27T23:59:59+02:00;0;NoState;65-74;Male;BioNTechPfizer;2;1655
2022-03-27T23:59:59+02:00;0;NoState;65-74;NonBinary;BioNTechPfizer;2;0
2022-03-27T23:59:59+02:00;0;NoState;65-74;NotAssigned;BioNTechPfizer;2;0
2022-03-27T23:59:59+02:00;0;NoState;75-84;Female;BioNTechPfizer;2;1383
2022-03-27T23:59:59+02:00;0;NoState;75-84;Male;BioNTechPfizer;2;968
2022-03-27T23:59:59+02:00;0;NoState;75-84;NonBinary;BioNTechPfizer;2;0
2022-03-27T23:59:59+02:00;0;NoState;75-84;NotAssigned;BioNTechPfizer;2;0
2022-03-27T23:59:59+02:00;0;NoState;85+;Female;BioNTechPfizer;2;857
2022-03-27T23:59:59+02:00;0;NoState;85+;Male;BioNTechPfizer;2;294
2022-03-27T23:59:59+02:00;0;NoState;85+;NonBinary;BioNTechPfizer;2;0
2022-03-27T23:59:59+02:00;0;NoState;85+;NotAssigned;BioNTechPfizer;2;0
2022-03-27T23:59:59+02:00;0;NoState;NotAssigned;Female;BioNTechPfizer;2;0
2022-03-27T23:59:59+02:00;0;NoState;NotAssigned;Male;BioNTechPfizer;2;0
2022-03-27T23:59:59+02:00;0;NoState;NotAssigned;NonBinary;BioNTechPfizer;2;0
2022-03-27T23:59:59+02:00;0;NoState;NotAssigned;NotAssigned;BioNTechPfizer;2;2428
2022-03-27T23:59:59+02:00;0;NoState;00-11;Female;BioNTechPfizer;3;3
2022-03-27T23:59:59+02:00;0;NoState;00-11;Male;BioNTechPfizer;3;0
2022-03-27T23:59:59+02:00;0;NoState;00-11;NonBinary;BioNTechPfizer;3;0
2022-03-27T23:59:59+02:00;0;NoState;00-11;NotAssigned;BioNTechPfizer;3;0
2022-03-27T23:59:59+02:00;0;NoState;12-14;Female;BioNTechPfizer;3;95
2022-03-27T23:59:59+02:00;0;NoState;12-14;Male;BioNTechPfizer;3;94
2022-03-27T23:59:59+02:00;0;NoState;12-14;NonBinary;BioNTechPfizer;3;0
2022-03-27T23:59:59+02:00;0;NoState;12-14;NotAssigned;BioNTechPfizer;3;0
2022-03-27T23:59:59+02:00;0;NoState;15-24;Female;BioNTechPfizer;3;2522
2022-03-27T23:59:59+02:00;0;NoState;15-24;Male;BioNTechPfizer;3;2263
2022-03-27T23:59:59+02:00;0;NoState;15-24;NonBinary;BioNTechPfizer;3;0
2022-03-27T23:59:59+02:00;0;NoState;15-24;NotAssigned;BioNTechPfizer;3;0
2022-03-27T23:59:59+02:00;0;NoState;25-34;Female;BioNTechPfizer;3;4422
2022-03-27T23:59:59+02:00;0;NoState;25-34;Male;BioNTechPfizer;3;5280
2022-03-27T23:59:59+02:00;0;NoState;25-34;NonBinary;BioNTechPfizer;3;5
2022-03-27T23:59:59+02:00;0;NoState;25-34;NotAssigned;BioNTechPfizer;3;0
2022-03-27T23:59:59+02:00;0;NoState;35-44;Female;BioNTechPfizer;3;3804
2022-03-27T23:59:59+02:00;0;NoState;35-44;Male;BioNTechPfizer;3;4764
2022-03-27T23:59:59+02:00;0;NoState;35-44;NonBinary;BioNTechPfizer;3;1
2022-03-27T23:59:59+02:00;0;NoState;35-44;NotAssigned;BioNTechPfizer;3;0
2022-03-27T23:59:59+02:00;0;NoState;45-54;Female;BioNTechPfizer;3;5363
2022-03-27T23:59:59+02:00;0;NoState;45-54;Male;BioNTechPfizer;3;4440
2022-03-27T23:59:59+02:00;0;NoState;45-54;NonBinary;BioNTechPfizer;3;1
2022-03-27T23:59:59+02:00;0;NoState;45-54;NotAssigned;BioNTechPfizer;3;0
2022-03-27T23:59:59+02:00;0;NoState;55-64;Female;BioNTechPfizer;3;3952
2022-03-27T23:59:59+02:00;0;NoState;55-64;Male;BioNTechPfizer;3;3369
2022-03-27T23:59:59+02:00;0;NoState;55-64;NonBinary;BioNTechPfizer;3;1
2022-03-27T23:59:59+02:00;0;NoState;55-64;NotAssigned;BioNTechPfizer;3;0
2022-03-27T23:59:59+02:00;0;NoState;65-74;Female;BioNTechPfizer;3;1783
2022-03-27T23:59:59+02:00;0;NoState;65-74;Male;BioNTechPfizer;3;1350
2022-03-27T23:59:59+02:00;0;NoState;65-74;NonBinary;BioNTechPfizer;3;0
2022-03-27T23:59:59+02:00;0;NoState;65-74;NotAssigned;BioNTechPfizer;3;0
2022-03-27T23:59:59+02:00;0;NoState;75-84;Female;BioNTechPfizer;3;1304
2022-03-27T23:59:59+02:00;0;NoState;75-84;Male;BioNTechPfizer;3;943
2022-03-27T23:59:59+02:00;0;NoState;75-84;NonBinary;BioNTechPfizer;3;0
2022-03-27T23:59:59+02:00;0;NoState;75-84;NotAssigned;BioNTechPfizer;3;0
2022-03-27T23:59:59+02:00;0;NoState;85+;Female;BioNTechPfizer;3;663
2022-03-27T23:59:59+02:00;0;NoState;85+;Male;BioNTechPfizer;3;221
2022-03-27T23:59:59+02:00;0;NoState;85+;NonBinary;BioNTechPfizer;3;0
2022-03-27T23:59:59+02:00;0;NoState;85+;NotAssigned;BioNTechPfizer;3;0
2022-03-27T23:59:59+02:00;0;NoState;NotAssigned;Female;BioNTechPfizer;3;0
2022-03-27T23:59:59+02:00;0;NoState;NotAssigned;Male;BioNTechPfizer;3;0
2022-03-27T23:59:59+02:00;0;NoState;NotAssigned;NonBinary;BioNTechPfizer;3;0
2022-03-27T23:59:59+02:00;0;NoState;NotAssigned;NotAssigned;BioNTechPfizer;3;596
2022-03-27T23:59:59+02:00;0;NoState;00-11;Female;Janssen;1;0
2022-03-27T23:59:59+02:00;0;NoState;00-11;Male;Janssen;1;0
2022-03-27T23:59:59+02:00;0;NoState;00-11;NonBinary;Janssen;1;0
2022-03-27T23:59:59+02:00;0;NoState;00-11;NotAssigned;Janssen;1;0
2022-03-27T23:59:59+02:00;0;NoState;12-14;Female;Janssen;1;0
2022-03-27T23:59:59+02:00;0;NoState;12-14;Male;Janssen;1;1
2022-03-27T23:59:59+02:00;0;NoState;12-14;NonBinary;Janssen;1;0
2022-03-27T23:59:59+02:00;0;NoState;12-14;NotAssigned;Janssen;1;0
2022-03-27T23:59:59+02:00;0;NoState;15-24;Female;Janssen;1;889
2022-03-27T23:59:59+02:00;0;NoState;15-24;Male;Janssen;1;1447
2022-03-27T23:59:59+02:00;0;NoState;15-24;NonBinary;Janssen;1;1
2022-03-27T23:59:59+02:00;0;NoState;15-24;NotAssigned;Janssen;1;0
2022-03-27T23:59:59+02:00;0;NoState;25-34;Female;Janssen;1;1616
2022-03-27T23:59:59+02:00;0;NoState;25-34;Male;Janssen;1;3041
2022-03-27T23:59:59+02:00;0;NoState;25-34;NonBinary;Janssen;1;1
2022-03-27T23:59:59+02:00;0;NoState;25-34;NotAssigned;Janssen;1;0
2022-03-27T23:59:59+02:00;0;NoState;35-44;Female;Janssen;1;1592
2022-03-27T23:59:59+02:00;0;NoState;35-44;Male;Janssen;1;2792
2022-03-27T23:59:59+02:00;0;NoState;35-44;NonBinary;Janssen;1;1
2022-03-27T23:59:59+02:00;0;NoState;35-44;NotAssigned;Janssen;1;0
2022-03-27T23:59:59+02:00;0;NoState;45-54;Female;Janssen;1;2019
2022-03-27T23:59:59+02:00;0;NoState;45-54;Male;Janssen;1;2258
2022-03-27T23:59:59+02:00;0;NoState;45-54;NonBinary;Janssen;1;1
2022-03-27T23:59:59+02:00;0;NoState;45-54;NotAssigned;Janssen;1;0
2022-03-27T23:59:59+02:00;0;NoState;55-64;Female;Janssen;1;1068
2022-03-27T23:59:59+02:00;0;NoState;55-64;Male;Janssen;1;1070
2022-03-27T23:59:59+02:00;0;NoState;55-64;NonBinary;Janssen;1;0
2022-03-27T23:59:59+02:00;0;NoState;55-64;NotAssigned;Janssen;1;0
2022-03-27T23:59:59+02:00;0;NoState;65-74;Female;Janssen;1;193
2022-03-27T23:59:59+02:00;0;NoState;65-74;Male;Janssen;1;206
2022-03-27T23:59:59+02:00;0;NoState;65-74;NonBinary;Janssen;1;0
2022-03-27T23:59:59+02:00;0;NoState;65-74;NotAssigned;Janssen;1;0
2022-03-27T23:59:59+02:00;0;NoState;75-84;Female;Janssen;1;30
2022-03-27T23:59:59+02:00;0;NoState;75-84;Male;Janssen;1;55
2022-03-27T23:59:59+02:00;0;NoState;75-84;NonBinary;Janssen;1;0
2022-03-27T23:59:59+02:00;0;NoState;75-84;NotAssigned;Janssen;1;0
2022-03-27T23:59:59+02:00;0;NoState;85+;Female;Janssen;1;22
2022-03-27T23:59:59+02:00;0;NoState;85+;Male;Janssen;1;9
2022-03-27T23:59:59+02:00;0;NoState;85+;NonBinary;Janssen;1;0
2022-03-27T23:59:59+02:00;0;NoState;85+;NotAssigned;Janssen;1;0
2022-03-27T23:59:59+02:00;0;NoState;NotAssigned;Female;Janssen;1;0
2022-03-27T23:59:59+02:00;0;NoState;NotAssigned;Male;Janssen;1;0
2022-03-27T23:59:59+02:00;0;NoState;NotAssigned;NonBinary;Janssen;1;0
2022-03-27T23:59:59+02:00;0;NoState;NotAssigned;NotAssigned;Janssen;1;489
2022-03-27T23:59:59+02:00;0;NoState;00-11;Female;Janssen;2;0
2022-03-27T23:59:59+02:00;0;NoState;00-11;Male;Janssen;2;0
2022-03-27T23:59:59+02:00;0;NoState;00-11;NonBinary;Janssen;2;0
2022-03-27T23:59:59+02:00;0;NoState;00-11;NotAssigned;Janssen;2;0
2022-03-27T23:59:59+02:00;0;NoState;12-14;Female;Janssen;2;0
